"cohortId","name","cohortName","logicDescription","phenotypeId","atlasId","concept_id","concept_name","concept_code","matching_drug_cohort_id","intersection_drug","intersection_event","fixed_TAR"
13,"generic_target_drug_cohort","Phenobarbital (TAR=30)","Phenobarbital (TAR=30)",0,0,734275,"Phenobarbital","8134",0,0,0,30
5,"generic_target_drug_cohort","Cytarabine (TAR=30)","Cytarabine (TAR=30)",0,0,1311078,"Cytarabine","3041",0,0,0,30
11,"generic_target_drug_cohort","Ofloxacin (TAR=30)","Ofloxacin (TAR=30)",0,0,923081,"Ofloxacin","7623",0,0,0,30
1,"generic_target_drug_cohort","Amiodarone (TAR=30)","Amiodarone (TAR=30)",0,0,1309944,"Amiodarone","703",0,0,0,30
2,"generic_target_drug_cohort","Bicalutamide (TAR=30)","Bicalutamide (TAR=30)",0,0,1344381,"bicalutamide","83008",0,0,0,30
9,"generic_target_drug_cohort","Imatinib (TAR=30)","Imatinib (TAR=30)",0,0,1304107,"imatinib","282388",0,0,0,30
4,"generic_target_drug_cohort","Cyclophosphamide (TAR=30)","Cyclophosphamide (TAR=30)",0,0,1310317,"Cyclophosphamide","3002",0,0,0,30
14,"generic_target_drug_cohort","Sildenafil (TAR=30)","Sildenafil (TAR=30)",0,0,1316262,"sildenafil","136411",0,0,0,30
10,"generic_target_drug_cohort","Metformin (TAR=30)","Metformin (TAR=30)",0,0,1503297,"Metformin","6809",0,0,0,30
8,"generic_target_drug_cohort","Gemcitabine (TAR=30)","Gemcitabine (TAR=30)",0,0,1314924,"gemcitabine","12574",0,0,0,30
3,"generic_target_drug_cohort","Clopidogrel (TAR=30)","Clopidogrel (TAR=30)",0,0,1322184,"clopidogrel","32968",0,0,0,30
6,"generic_target_drug_cohort","Dexamethasone (TAR=30)","Dexamethasone (TAR=30)",0,0,1518254,"Dexamethasone","3264",0,0,0,30
15,"generic_target_drug_cohort","Sodium chloride (TAR=30)","Sodium chloride (TAR=30)",0,0,967823,"Sodium Chloride","9863",0,0,0,30
12,"generic_target_drug_cohort","Paclitaxel (TAR=30)","Paclitaxel (TAR=30)",0,0,1378382,"Paclitaxel","56946",0,0,0,30
7,"generic_target_drug_cohort","Digoxin (TAR=30)","Digoxin (TAR=30)",0,0,1326303,"Digoxin","3407",0,0,0,30
28,"generic_target_drug_cohort","Phenobarbital (TAR=90)","Phenobarbital (TAR=90)",0,0,734275,"Phenobarbital","8134",0,0,0,90
20,"generic_target_drug_cohort","Cytarabine (TAR=90)","Cytarabine (TAR=90)",0,0,1311078,"Cytarabine","3041",0,0,0,90
26,"generic_target_drug_cohort","Ofloxacin (TAR=90)","Ofloxacin (TAR=90)",0,0,923081,"Ofloxacin","7623",0,0,0,90
16,"generic_target_drug_cohort","Amiodarone (TAR=90)","Amiodarone (TAR=90)",0,0,1309944,"Amiodarone","703",0,0,0,90
17,"generic_target_drug_cohort","Bicalutamide (TAR=90)","Bicalutamide (TAR=90)",0,0,1344381,"bicalutamide","83008",0,0,0,90
24,"generic_target_drug_cohort","Imatinib (TAR=90)","Imatinib (TAR=90)",0,0,1304107,"imatinib","282388",0,0,0,90
19,"generic_target_drug_cohort","Cyclophosphamide (TAR=90)","Cyclophosphamide (TAR=90)",0,0,1310317,"Cyclophosphamide","3002",0,0,0,90
29,"generic_target_drug_cohort","Sildenafil (TAR=90)","Sildenafil (TAR=90)",0,0,1316262,"sildenafil","136411",0,0,0,90
25,"generic_target_drug_cohort","Metformin (TAR=90)","Metformin (TAR=90)",0,0,1503297,"Metformin","6809",0,0,0,90
23,"generic_target_drug_cohort","Gemcitabine (TAR=90)","Gemcitabine (TAR=90)",0,0,1314924,"gemcitabine","12574",0,0,0,90
18,"generic_target_drug_cohort","Clopidogrel (TAR=90)","Clopidogrel (TAR=90)",0,0,1322184,"clopidogrel","32968",0,0,0,90
21,"generic_target_drug_cohort","Dexamethasone (TAR=90)","Dexamethasone (TAR=90)",0,0,1518254,"Dexamethasone","3264",0,0,0,90
30,"generic_target_drug_cohort","Sodium chloride (TAR=90)","Sodium chloride (TAR=90)",0,0,967823,"Sodium Chloride","9863",0,0,0,90
27,"generic_target_drug_cohort","Paclitaxel (TAR=90)","Paclitaxel (TAR=90)",0,0,1378382,"Paclitaxel","56946",0,0,0,90
22,"generic_target_drug_cohort","Digoxin (TAR=90)","Digoxin (TAR=90)",0,0,1326303,"Digoxin","3407",0,0,0,90
43,"generic_target_drug_cohort","Phenobarbital (TAR=365)","Phenobarbital (TAR=365)",0,0,734275,"Phenobarbital","8134",0,0,0,365
35,"generic_target_drug_cohort","Cytarabine (TAR=365)","Cytarabine (TAR=365)",0,0,1311078,"Cytarabine","3041",0,0,0,365
41,"generic_target_drug_cohort","Ofloxacin (TAR=365)","Ofloxacin (TAR=365)",0,0,923081,"Ofloxacin","7623",0,0,0,365
31,"generic_target_drug_cohort","Amiodarone (TAR=365)","Amiodarone (TAR=365)",0,0,1309944,"Amiodarone","703",0,0,0,365
32,"generic_target_drug_cohort","Bicalutamide (TAR=365)","Bicalutamide (TAR=365)",0,0,1344381,"bicalutamide","83008",0,0,0,365
39,"generic_target_drug_cohort","Imatinib (TAR=365)","Imatinib (TAR=365)",0,0,1304107,"imatinib","282388",0,0,0,365
34,"generic_target_drug_cohort","Cyclophosphamide (TAR=365)","Cyclophosphamide (TAR=365)",0,0,1310317,"Cyclophosphamide","3002",0,0,0,365
44,"generic_target_drug_cohort","Sildenafil (TAR=365)","Sildenafil (TAR=365)",0,0,1316262,"sildenafil","136411",0,0,0,365
40,"generic_target_drug_cohort","Metformin (TAR=365)","Metformin (TAR=365)",0,0,1503297,"Metformin","6809",0,0,0,365
38,"generic_target_drug_cohort","Gemcitabine (TAR=365)","Gemcitabine (TAR=365)",0,0,1314924,"gemcitabine","12574",0,0,0,365
33,"generic_target_drug_cohort","Clopidogrel (TAR=365)","Clopidogrel (TAR=365)",0,0,1322184,"clopidogrel","32968",0,0,0,365
36,"generic_target_drug_cohort","Dexamethasone (TAR=365)","Dexamethasone (TAR=365)",0,0,1518254,"Dexamethasone","3264",0,0,0,365
45,"generic_target_drug_cohort","Sodium chloride (TAR=365)","Sodium chloride (TAR=365)",0,0,967823,"Sodium Chloride","9863",0,0,0,365
42,"generic_target_drug_cohort","Paclitaxel (TAR=365)","Paclitaxel (TAR=365)",0,0,1378382,"Paclitaxel","56946",0,0,0,365
37,"generic_target_drug_cohort","Digoxin (TAR=365)","Digoxin (TAR=365)",0,0,1326303,"Digoxin","3407",0,0,0,365
58,"generic_comparator_drug_cohort","All drugs (matched to Phenobarbital) (TAR=30)","All drugs (matched to Phenobarbital) (TAR=30)",0,0,0,"0","0",13,0,0,30
50,"generic_comparator_drug_cohort","All drugs (matched to Cytarabine) (TAR=30)","All drugs (matched to Cytarabine) (TAR=30)",0,0,0,"0","0",5,0,0,30
56,"generic_comparator_drug_cohort","All drugs (matched to Ofloxacin) (TAR=30)","All drugs (matched to Ofloxacin) (TAR=30)",0,0,0,"0","0",11,0,0,30
46,"generic_comparator_drug_cohort","All drugs (matched to Amiodarone) (TAR=30)","All drugs (matched to Amiodarone) (TAR=30)",0,0,0,"0","0",1,0,0,30
47,"generic_comparator_drug_cohort","All drugs (matched to Bicalutamide) (TAR=30)","All drugs (matched to Bicalutamide) (TAR=30)",0,0,0,"0","0",2,0,0,30
54,"generic_comparator_drug_cohort","All drugs (matched to Imatinib) (TAR=30)","All drugs (matched to Imatinib) (TAR=30)",0,0,0,"0","0",9,0,0,30
49,"generic_comparator_drug_cohort","All drugs (matched to Cyclophosphamide) (TAR=30)","All drugs (matched to Cyclophosphamide) (TAR=30)",0,0,0,"0","0",4,0,0,30
59,"generic_comparator_drug_cohort","All drugs (matched to Sildenafil) (TAR=30)","All drugs (matched to Sildenafil) (TAR=30)",0,0,0,"0","0",14,0,0,30
55,"generic_comparator_drug_cohort","All drugs (matched to Metformin) (TAR=30)","All drugs (matched to Metformin) (TAR=30)",0,0,0,"0","0",10,0,0,30
53,"generic_comparator_drug_cohort","All drugs (matched to Gemcitabine) (TAR=30)","All drugs (matched to Gemcitabine) (TAR=30)",0,0,0,"0","0",8,0,0,30
48,"generic_comparator_drug_cohort","All drugs (matched to Clopidogrel) (TAR=30)","All drugs (matched to Clopidogrel) (TAR=30)",0,0,0,"0","0",3,0,0,30
51,"generic_comparator_drug_cohort","All drugs (matched to Dexamethasone) (TAR=30)","All drugs (matched to Dexamethasone) (TAR=30)",0,0,0,"0","0",6,0,0,30
60,"generic_comparator_drug_cohort","All drugs (matched to Sodium chloride) (TAR=30)","All drugs (matched to Sodium chloride) (TAR=30)",0,0,0,"0","0",15,0,0,30
57,"generic_comparator_drug_cohort","All drugs (matched to Paclitaxel) (TAR=30)","All drugs (matched to Paclitaxel) (TAR=30)",0,0,0,"0","0",12,0,0,30
52,"generic_comparator_drug_cohort","All drugs (matched to Digoxin) (TAR=30)","All drugs (matched to Digoxin) (TAR=30)",0,0,0,"0","0",7,0,0,30
73,"generic_comparator_drug_cohort","All drugs (matched to Phenobarbital) (TAR=90)","All drugs (matched to Phenobarbital) (TAR=90)",0,0,0,"0","0",28,0,0,90
65,"generic_comparator_drug_cohort","All drugs (matched to Cytarabine) (TAR=90)","All drugs (matched to Cytarabine) (TAR=90)",0,0,0,"0","0",20,0,0,90
71,"generic_comparator_drug_cohort","All drugs (matched to Ofloxacin) (TAR=90)","All drugs (matched to Ofloxacin) (TAR=90)",0,0,0,"0","0",26,0,0,90
61,"generic_comparator_drug_cohort","All drugs (matched to Amiodarone) (TAR=90)","All drugs (matched to Amiodarone) (TAR=90)",0,0,0,"0","0",16,0,0,90
