"cohortId","name","cohortName","logicDescription","phenotypeId","atlasId","concept_id","concept_name","concept_code","matching_drug_cohort_id","intersection_drug","intersection_event","fixed_TAR"
4,"generic_target_drug_cohort","Melphalan (TAR=30)","Melphalan (TAR=30)",0,0,1301267,"Melphalan","6718",0,0,0,30
9,"generic_target_drug_cohort","Melphalan (TAR=90)","Melphalan (TAR=90)",0,0,1301267,"Melphalan","6718",0,0,0,90
14,"generic_target_drug_cohort","Melphalan (TAR=365)","Melphalan (TAR=365)",0,0,1301267,"Melphalan","6718",0,0,0,365
19,"generic_comparator_drug_cohort","All drugs (matched to Melphalan) (TAR=30)","All drugs (matched to Melphalan) (TAR=30)",0,0,0,"0","0",4,0,0,30
24,"generic_comparator_drug_cohort","All drugs (matched to Melphalan) (TAR=90)","All drugs (matched to Melphalan) (TAR=90)",0,0,0,"0","0",9,0,0,90
29,"generic_comparator_drug_cohort","All drugs (matched to Melphalan) (TAR=365)","All drugs (matched to Melphalan) (TAR=365)",0,0,0,"0","0",14,0,0,365
35,"402","Deep Vein Thrombosis (DVT)","Deep Vein Thrombosis (DVT)",402,0,0,"0","0",0,0,0,0
50,"generic_intersection_drug_event","Melphalan + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=30)","Melphalan + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=30)",0,0,0,"0","0",0,4,35,30
66,"generic_intersection_drug_event","Melphalan + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=90)","Melphalan + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=90)",0,0,0,"0","0",0,9,35,90
82,"generic_intersection_drug_event","Melphalan + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=365)","Melphalan + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=365)",0,0,0,"0","0",0,14,35,365
98,"generic_intersection_drug_event2","Melphalan + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=30)","Melphalan + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=30)",0,0,0,"0","0",0,4,35,30
114,"generic_intersection_drug_event2","Melphalan + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=90)","Melphalan + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=90)",0,0,0,"0","0",0,9,35,90
130,"generic_intersection_drug_event2","Melphalan + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=365)","Melphalan + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=365)",0,0,0,"0","0",0,14,35,365
