"cohortId","name","cohortName","logicDescription","phenotypeId","atlasId","concept_id","concept_name","concept_code","matching_drug_cohort_id","intersection_drug","intersection_event","fixed_TAR"
3,"generic_target_drug_cohort","Dexamethasone (TAR=30)","Dexamethasone (TAR=30)",0,0,1518254,"Dexamethasone","3264",0,0,0,30
8,"generic_target_drug_cohort","Dexamethasone (TAR=90)","Dexamethasone (TAR=90)",0,0,1518254,"Dexamethasone","3264",0,0,0,90
13,"generic_target_drug_cohort","Dexamethasone (TAR=365)","Dexamethasone (TAR=365)",0,0,1518254,"Dexamethasone","3264",0,0,0,365
18,"generic_comparator_drug_cohort","All drugs (matched to Dexamethasone) (TAR=30)","All drugs (matched to Dexamethasone) (TAR=30)",0,0,0,"0","0",3,0,0,30
23,"generic_comparator_drug_cohort","All drugs (matched to Dexamethasone) (TAR=90)","All drugs (matched to Dexamethasone) (TAR=90)",0,0,0,"0","0",8,0,0,90
28,"generic_comparator_drug_cohort","All drugs (matched to Dexamethasone) (TAR=365)","All drugs (matched to Dexamethasone) (TAR=365)",0,0,0,"0","0",13,0,0,365
35,"402","Deep Vein Thrombosis (DVT)","Deep Vein Thrombosis (DVT)",402,0,0,"0","0",0,0,0,0
46,"generic_intersection_drug_event","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=30)","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=30)",0,0,0,"0","0",0,3,35,30
62,"generic_intersection_drug_event","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=90)","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=90)",0,0,0,"0","0",0,8,35,90
78,"generic_intersection_drug_event","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=365)","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. drug start) (TAR=365)",0,0,0,"0","0",0,13,35,365
94,"generic_intersection_drug_event2","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=30)","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=30)",0,0,0,"0","0",0,3,35,30
110,"generic_intersection_drug_event2","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=90)","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=90)",0,0,0,"0","0",0,8,35,90
126,"generic_intersection_drug_event2","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=365)","Dexamethasone + Deep Vein Thrombosis (DVT) (anch. event start) (TAR=365)",0,0,0,"0","0",0,13,35,365
