"cohortId","name","cohortName","logicDescription","phenotypeId","atlasId","concept_id","concept_name","concept_code","matching_drug_cohort_id","intersection_drug","intersection_event","fixed_TAR"
3,"generic_target_drug_cohort","Dexamethasone (TAR=30)","Dexamethasone (TAR=30)",0,0,1518254,"Dexamethasone","3264",0,0,0,30
8,"generic_target_drug_cohort","Dexamethasone (TAR=90)","Dexamethasone (TAR=90)",0,0,1518254,"Dexamethasone","3264",0,0,0,90
13,"generic_target_drug_cohort","Dexamethasone (TAR=365)","Dexamethasone (TAR=365)",0,0,1518254,"Dexamethasone","3264",0,0,0,365
18,"generic_comparator_drug_cohort","All drugs (matched to Dexamethasone) (TAR=30)","All drugs (matched to Dexamethasone) (TAR=30)",0,0,0,"0","0",3,0,0,30
23,"generic_comparator_drug_cohort","All drugs (matched to Dexamethasone) (TAR=90)","All drugs (matched to Dexamethasone) (TAR=90)",0,0,0,"0","0",8,0,0,90
28,"generic_comparator_drug_cohort","All drugs (matched to Dexamethasone) (TAR=365)","All drugs (matched to Dexamethasone) (TAR=365)",0,0,0,"0","0",13,0,0,365
39,"406","Non-hemorrhagic Stroke","Non-hemorrhagic Stroke",406,0,0,"0","0",0,0,0,0
49,"generic_intersection_drug_event","Dexamethasone + Non-hemorrhagic Stroke (anch. drug start) (TAR=30)","Dexamethasone + Non-hemorrhagic Stroke (anch. drug start) (TAR=30)",0,0,0,"0","0",0,3,39,30
65,"generic_intersection_drug_event","Dexamethasone + Non-hemorrhagic Stroke (anch. drug start) (TAR=90)","Dexamethasone + Non-hemorrhagic Stroke (anch. drug start) (TAR=90)",0,0,0,"0","0",0,8,39,90
81,"generic_intersection_drug_event","Dexamethasone + Non-hemorrhagic Stroke (anch. drug start) (TAR=365)","Dexamethasone + Non-hemorrhagic Stroke (anch. drug start) (TAR=365)",0,0,0,"0","0",0,13,39,365
97,"generic_intersection_drug_event2","Dexamethasone + Non-hemorrhagic Stroke (anch. event start) (TAR=30)","Dexamethasone + Non-hemorrhagic Stroke (anch. event start) (TAR=30)",0,0,0,"0","0",0,3,39,30
113,"generic_intersection_drug_event2","Dexamethasone + Non-hemorrhagic Stroke (anch. event start) (TAR=90)","Dexamethasone + Non-hemorrhagic Stroke (anch. event start) (TAR=90)",0,0,0,"0","0",0,8,39,90
129,"generic_intersection_drug_event2","Dexamethasone + Non-hemorrhagic Stroke (anch. event start) (TAR=365)","Dexamethasone + Non-hemorrhagic Stroke (anch. event start) (TAR=365)",0,0,0,"0","0",0,13,39,365
