"cohortId","name","cohortName","logicDescription","phenotypeId","atlasId","concept_id","concept_name","concept_code","matching_drug_cohort_id","intersection_drug","intersection_event","fixed_TAR"
5,"generic_target_drug_cohort","Prednisolone (TAR=30)","Prednisolone (TAR=30)",0,0,1550557,"prednisolone","8638",0,0,0,30
10,"generic_target_drug_cohort","Prednisolone (TAR=90)","Prednisolone (TAR=90)",0,0,1550557,"prednisolone","8638",0,0,0,90
15,"generic_target_drug_cohort","Prednisolone (TAR=365)","Prednisolone (TAR=365)",0,0,1550557,"prednisolone","8638",0,0,0,365
20,"generic_comparator_drug_cohort","All drugs (matched to Prednisolone) (TAR=30)","All drugs (matched to Prednisolone) (TAR=30)",0,0,0,"0","0",5,0,0,30
25,"generic_comparator_drug_cohort","All drugs (matched to Prednisolone) (TAR=90)","All drugs (matched to Prednisolone) (TAR=90)",0,0,0,"0","0",10,0,0,90
30,"generic_comparator_drug_cohort","All drugs (matched to Prednisolone) (TAR=365)","All drugs (matched to Prednisolone) (TAR=365)",0,0,0,"0","0",15,0,0,365
33,"386","Appendicitis","Appendicitis",386,0,0,"0","0",0,0,0,0
53,"generic_intersection_drug_event","Prednisolone + Appendicitis (anch. drug start) (TAR=30)","Prednisolone + Appendicitis (anch. drug start) (TAR=30)",0,0,0,"0","0",0,5,33,30
69,"generic_intersection_drug_event","Prednisolone + Appendicitis (anch. drug start) (TAR=90)","Prednisolone + Appendicitis (anch. drug start) (TAR=90)",0,0,0,"0","0",0,10,33,90
85,"generic_intersection_drug_event","Prednisolone + Appendicitis (anch. drug start) (TAR=365)","Prednisolone + Appendicitis (anch. drug start) (TAR=365)",0,0,0,"0","0",0,15,33,365
101,"generic_intersection_drug_event2","Prednisolone + Appendicitis (anch. event start) (TAR=30)","Prednisolone + Appendicitis (anch. event start) (TAR=30)",0,0,0,"0","0",0,5,33,30
117,"generic_intersection_drug_event2","Prednisolone + Appendicitis (anch. event start) (TAR=90)","Prednisolone + Appendicitis (anch. event start) (TAR=90)",0,0,0,"0","0",0,10,33,90
133,"generic_intersection_drug_event2","Prednisolone + Appendicitis (anch. event start) (TAR=365)","Prednisolone + Appendicitis (anch. event start) (TAR=365)",0,0,0,"0","0",0,15,33,365
